"","dig_code","dig_desc","variable","inv_12"
"2687","519130","Internet publishing and broadcasting and Web search portals","F10E00",""
"2688","5191A0","News syndicates, libraries, archives and all other information services","F10E00",""
"2689","522A00","Nondepository credit intermediation and related activities","F10E00",""
"2690","52A000","Monetary authorities and depository credit intermediation","F10E00",""
"2691","523900","Other financial investment activities","F10E00",""
"2692","523A00","Securities and commodity contracts intermediation and brokerage","F10E00",""
"2693","524113","Direct life insurance carriers","F10E00",""
"2694","5241XX","Insurance carriers, except direct life","F10E00",""
"2695","524200","Insurance agencies, brokerages, and related activities","F10E00",""
"2696","525000","Funds, trusts, and other financial vehicles","F10E00",""
"2697","531HSO","Owner-occupied housing","F10E00",""
"2698","531HST","Tenant-occupied housing","F10E00",""
"2699","531ORE","Other real estate","F10E00",""
"2700","532100","Automotive equipment rental and leasing","F10E00",""
"2701","532400","Commercial and industrial machinery and equipment rental and leasing","F10E00",""
"2702","532A00","General and consumer goods rental","F10E00",""
"2703","533000","Lessors of nonfinancial intangible assets","F10E00",""
"2704","541100","Legal services","F10E00",""
"2705","541511","Custom computer programming services","F10E00",""
"2706","541512","Computer systems design services","F10E00","1,130"
"2707","54151A","Other computer related services, including facilities management","F10E00",""
"2708","541200","Accounting, tax preparation, bookkeeping, and payroll services","F10E00",""
"2709","541300","Architectural, engineering, and related services","F10E00",""
"2710","541610","Management consulting services","F10E00",""
"2711","5416A0","Environmental and other technical consulting services","F10E00",""
"2712","541700","Scientific research and development services","F10E00",""
"2713","541800","Advertising, public relations, and related services","F10E00",""
"2714","541400","Specialized design services","F10E00",""
"2715","541920","Photographic services","F10E00",""
"2716","541940","Veterinary services","F10E00",""
"2717","5419A0","All other miscellaneous professional, scientific, and technical services ","F10E00",""
"2718","550000","Management of companies and enterprises","F10E00",""
"2719","561300","Employment services","F10E00",""
"2720","561700","Services to buildings and dwellings","F10E00",""
"2721","561100","Office administrative services","F10E00",""
"2722","561200","Facilities support services","F10E00",""
"2723","561400","Business support services","F10E00",""
"2724","561500","Travel arrangement and reservation services","F10E00",""
"2725","561600","Investigation and security services","F10E00",""
"2726","561900","Other support services","F10E00",""
"2727","562000","Waste management and remediation services","F10E00",""
"2728","611100","Elementary and secondary schools","F10E00",""
"2729","611A00","Junior colleges, colleges, universities, and professional schools","F10E00",""
"2730","611B00","Other educational services","F10E00",""
"2731","621100","Offices of physicians","F10E00",""
"2732","621200","Offices of dentists","F10E00",""
"2733","621300","Offices of other health practitioners","F10E00",""
"2734","621400","Outpatient care centers","F10E00",""
"2735","621500","Medical and diagnostic laboratories","F10E00",""
"2736","621600","Home health care services","F10E00",""
"2737","621900","Other ambulatory health care services","F10E00",""
"2738","622000","Hospitals","F10E00",""
"2739","623A00","Nursing and community care facilities","F10E00",""
"2740","623B00","Residential mental health, substance abuse, and other residential care facilities","F10E00",""
"2741","624100","Individual and family services","F10E00",""
"2742","624400","Child day care services","F10E00",""
"2743","624A00","Community food, housing, and other relief services, including rehabilitation services","F10E00",""
"2744","711100","Performing arts companies","F10E00",""
"2745","711200","Spectator sports","F10E00",""
"2746","711500","Independent artists, writers, and performers","F10E00",""
"2747","711A00","Promoters of performing arts and sports and agents for public figures","F10E00",""
"2748","712000","Museums, historical sites, zoos, and parks","F10E00",""
"2749","713100","Amusement parks and arcades","F10E00",""
"2750","713200","Gambling industries (except casino hotels)","F10E00",""
"2751","713900","Other amusement and recreation industries","F10E00",""
"2752","721000","Accommodation","F10E00",""
"2753","722110","Full-service restaurants","F10E00",""
"2754","722211","Limited-service restaurants","F10E00",""
"2755","722A00","All other food and drinking places","F10E00",""
"2756","811100","Automotive repair and maintenance","F10E00",""
"2757","811200","Electronic and precision equipment repair and maintenance","F10E00",""
"2758","811300","Commercial and industrial machinery and equipment repair and maintenance","F10E00",""
"2759","811400","Personal and household goods repair and maintenance","F10E00",""
"2760","812100","Personal care services","F10E00",""
"2761","812200","Death care services","F10E00",""
"2762","812300","Dry-cleaning and laundry services","F10E00",""
"2763","812900","Other personal services","F10E00",""
"2764","813100","Religious organizations","F10E00",""
"2765","813A00","Grantmaking, giving, and social advocacy organizations","F10E00",""
"2766","813B00","Civic, social, professional, and similar organizations","F10E00",""
"2767","814000","Private households","F10E00",""
"2768","S00500","Federal general government (defense)","F10E00",""
"2769","S00600","Federal general government (nondefense)","F10E00",""
"2770","491000","Postal service","F10E00",""
"2771","S00102","Other federal government enterprises","F10E00",""
"2772","GSLGE","State and local government educational services","F10E00",""
"2773","GSLGH","State and local government hospitals and health services","F10E00",""
"2774","GSLGO","State and local government other services","F10E00",""
"2775","S00203","Other state and local government enterprises","F10E00",""
"2776","S00401","Scrap","F10E00",""
"2777","S00402","Used and secondhand goods","F10E00","-8,262"
"2778","S00300","Noncomparable imports","F10E00",""
"2779","S00900","Rest of the world adjustment","F10E00",""
"2780","1111A0","Oilseed farming","F10N00",""
"2781","1111B0","Grain farming","F10N00",""
"2782","111200","Vegetable and melon farming","F10N00",""
"2783","111300","Fruit and tree nut farming","F10N00",""
"2784","111400","Greenhouse, nursery, and floriculture production","F10N00",""
"2785","111900","Other crop farming","F10N00",""
"2786","112120","Dairy cattle and milk production","F10N00",""
"2787","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F10N00",""
"2788","112300","Poultry and egg production","F10N00",""
"2789","112A00","Animal production, except cattle and poultry and eggs","F10N00",""
"2790","113000","Forestry and logging","F10N00",""
"2791","114000","Fishing, hunting and trapping","F10N00",""
"2792","115000","Support activities for agriculture and forestry","F10N00",""
"2793","211000","Oil and gas extraction","F10N00",""
"2794","212100","Coal mining","F10N00",""
"2795","212230","Copper, nickel, lead, and zinc mining","F10N00",""
"2796","2122A0","Iron, gold, silver, and other metal ore mining","F10N00",""
"2797","212310","Stone mining and quarrying","F10N00",""
"2798","2123A0","Other nonmetallic mineral mining and quarrying","F10N00",""
"2799","213111","Drilling oil and gas wells","F10N00",""
"2800","21311A","Other support activities for mining","F10N00",""
"2801","221100","Electric power generation, transmission, and distribution","F10N00",""
"2802","221200","Natural gas distribution","F10N00",""
"2803","221300","Water, sewage and other systems","F10N00",""
"2804","233210","Health care structures","F10N00",""
"2805","233262","Educational and vocational structures","F10N00",""
"2806","230301","Nonresidential maintenance and repair","F10N00",""
"2807","230302","Residential maintenance and repair","F10N00",""
"2808","2332A0","Office and commercial structures","F10N00",""
"2809","233412","Multifamily residential structures","F10N00",""
"2810","2334A0","Other residential structures","F10N00",""
"2811","233230","Manufacturing structures","F10N00",""
"2812","2332D0","Other nonresidential structures","F10N00",""
"2813","233240","Power and communication structures","F10N00",""
"2814","233411","Single-family residential structures","F10N00",""
"2815","2332C0","Transportation structures and highways and streets","F10N00",""
"2816","321100","Sawmills and wood preservation","F10N00",""
"2817","321200","Veneer, plywood, and engineered wood product manufacturing","F10N00",""
"2818","321910","Millwork","F10N00",""
"2819","3219A0","All other wood product manufacturing","F10N00",""
"2820","327100","Clay product and refractory manufacturing","F10N00",""
"2821","327200","Glass and glass product manufacturing","F10N00",""
"2822","327310","Cement manufacturing","F10N00",""
"2823","327320","Ready-mix concrete manufacturing","F10N00",""
"2824","327330","Concrete pipe, brick, and block manufacturing","F10N00",""
"2825","327390","Other concrete product manufacturing","F10N00",""
"2826","327400","Lime and gypsum product manufacturing","F10N00",""
"2827","327910","Abrasive product manufacturing","F10N00",""
"2828","327991","Cut stone and stone product manufacturing","F10N00",""
"2829","327992","Ground or treated mineral and earth manufacturing","F10N00",""
"2830","327993","Mineral wool manufacturing","F10N00",""
"2831","327999","Miscellaneous nonmetallic mineral products","F10N00",""
"2832","331110","Iron and steel mills and ferroalloy manufacturing","F10N00",""
"2833","331200","Steel product manufacturing from purchased steel","F10N00",""
"2834","331313","Alumina refining and primary aluminum production","F10N00",""
"2835","33131B","Aluminum product manufacturing from purchased aluminum","F10N00",""
"2836","331410","Nonferrous Metal (except Aluminum) Smelting and Refining","F10N00",""
"2837","331420","Copper rolling, drawing, extruding and alloying","F10N00",""
"2838","331490","Nonferrous metal (except copper and aluminum) rolling, drawing, extruding and alloying","F10N00",""
"2839","331510","Ferrous metal foundries","F10N00",""
"2840","331520","Nonferrous metal foundries","F10N00",""
"2841","332114","Custom roll forming","F10N00",""
"2842","33211A","All other forging, stamping, and sintering","F10N00",""
"2843","332119","Metal crown, closure, and other metal stamping (except automotive)","F10N00",""
"2844","332200","Cutlery and handtool manufacturing","F10N00",""
"2845","332310","Plate work and fabricated structural product manufacturing","F10N00",""
"2846","332320","Ornamental and architectural metal products manufacturing","F10N00",""
"2847","332410","Power boiler and heat exchanger manufacturing","F10N00",""
"2848","332420","Metal tank (heavy gauge) manufacturing","F10N00",""
"2849","332430","Metal can, box, and other metal container (light gauge) manufacturing","F10N00",""
"2850","332500","Hardware manufacturing","F10N00",""
"2851","332600","Spring and wire product manufacturing","F10N00",""
"2852","332710","Machine shops","F10N00",""
"2853","332720","Turned product and screw, nut, and bolt manufacturing","F10N00",""
"2854","332800","Coating, engraving, heat treating and allied activities","F10N00",""
"2855","332913","Plumbing fixture fitting and trim manufacturing","F10N00",""
"2856","33291A","Valve and fittings other than plumbing","F10N00",""
"2857","332991","Ball and roller bearing manufacturing","F10N00",""
"2858","332996","Fabricated pipe and pipe fitting manufacturing","F10N00",""
"2859","33299A","Ammunition, arms, ordnance, and accessories manufacturing","F10N00",""
"2860","332999","Other fabricated metal manufacturing","F10N00",""
"2861","333111","Farm machinery and equipment manufacturing","F10N00",""
"2862","333112","Lawn and garden equipment manufacturing","F10N00",""
"2863","333120","Construction machinery manufacturing","F10N00",""
"2864","333130","Mining and oil and gas field machinery manufacturing","F10N00",""
"2865","333242","Semiconductor machinery manufacturing","F10N00",""
"2866","33329A","Other industrial machinery manufacturing","F10N00",""
"2867","333314","Optical instrument and lens manufacturing","F10N00",""
"2868","333316","Photographic and photocopying equipment manufacturing","F10N00",""
"2869","333318","Other commercial and service industry machinery manufacturing","F10N00",""
"2870","333414","Heating equipment (except warm air furnaces) manufacturing","F10N00",""
"2871","333415","Air conditioning, refrigeration, and warm air heating equipment manufacturing","F10N00",""
"2872","333413","Industrial and commercial fan and blower and air purification equipment manufacturing","F10N00",""
"2873","333511","Industrial mold manufacturing","F10N00",""
"2874","333514","Special tool, die, jig, and fixture manufacturing","F10N00",""
"2875","333517","Machine tool manufacturing","F10N00",""
"2876","33351B","Cutting and machine tool accessory, rolling mill, and other metalworking machinery manufacturing","F10N00",""
"2877","333611","Turbine and turbine generator set units manufacturing","F10N00",""
"2878","333612","Speed changer, industrial high-speed drive, and gear manufacturing","F10N00",""
"2879","333613","Mechanical power transmission equipment manufacturing","F10N00",""
"2880","333618","Other engine equipment manufacturing","F10N00",""
"2881","333912","Air and gas compressor manufacturing","F10N00",""
"2882","33391A","Pump and pumping equipment manufacturing","F10N00",""
"2883","333920","Material handling equipment manufacturing","F10N00",""
"2884","333991","Power-driven handtool manufacturing","F10N00",""
"2885","333993","Packaging machinery manufacturing","F10N00",""
"2886","333994","Industrial process furnace and oven manufacturing","F10N00",""
"2887","33399A","Other general purpose machinery manufacturing","F10N00",""
"2888","33399B","Fluid power process machinery","F10N00",""
"2889","334111","Electronic computer manufacturing","F10N00",""
"2890","334112","Computer storage device manufacturing","F10N00",""
"2891","334118","Computer terminals and other computer peripheral equipment manufacturing","F10N00",""
"2892","334210","Telephone apparatus manufacturing","F10N00",""
"2893","334220","Broadcast and wireless communications equipment","F10N00",""
"2894","334290","Other communications equipment manufacturing","F10N00",""
"2895","334413","Semiconductor and related device manufacturing","F10N00",""
"2896","334418","Printed circuit assembly (electronic assembly) manufacturing","F10N00",""
"2897","33441A","Other electronic component manufacturing","F10N00",""
"2898","334510","Electromedical and electrotherapeutic apparatus manufacturing","F10N00",""
"2899","334511","Search, detection, and navigation instruments manufacturing","F10N00",""
"2900","334512","Automatic environmental control manufacturing","F10N00",""
"2901","334513","Industrial process variable instruments manufacturing","F10N00",""
"2902","334514","Totalizing fluid meter and counting device manufacturing","F10N00",""
"2903","334515","Electricity and signal testing instruments manufacturing","F10N00",""
"2904","334516","Analytical laboratory instrument manufacturing","F10N00",""
"2905","334517","Irradiation apparatus manufacturing","F10N00",""
"2906","33451A","Watch, clock, and other measuring and controlling device manufacturing","F10N00",""
"2907","334300","Audio and video equipment manufacturing","F10N00",""
"2908","334610","Manufacturing and reproducing magnetic and optical media","F10N00",""
"2909","335110","Electric lamp bulb and part manufacturing","F10N00",""
"2910","335120","Lighting fixture manufacturing","F10N00",""
"2911","335210","Small electrical appliance manufacturing","F10N00",""
"2912","335221","Household cooking appliance manufacturing","F10N00",""
"2913","335222","Household refrigerator and home freezer manufacturing","F10N00",""
"2914","335224","Household laundry equipment manufacturing","F10N00",""
"2915","335228","Other major household appliance manufacturing","F10N00",""
"2916","335311","Power, distribution, and specialty transformer manufacturing","F10N00",""
"2917","335312","Motor and generator manufacturing","F10N00",""
"2918","335313","Switchgear and switchboard apparatus manufacturing","F10N00",""
"2919","335314","Relay and industrial control manufacturing","F10N00",""
"2920","335911","Storage battery manufacturing","F10N00",""
"2921","335912","Primary battery manufacturing","F10N00",""
"2922","335920","Communication and energy wire and cable manufacturing","F10N00",""
"2923","335930","Wiring device manufacturing","F10N00",""
"2924","335991","Carbon and graphite product manufacturing","F10N00",""
"2925","335999","All other miscellaneous electrical equipment and component manufacturing","F10N00",""
"2926","336111","Automobile manufacturing","F10N00",""
"2927","336112","Light truck and utility vehicle manufacturing","F10N00",""
"2928","336120","Heavy duty truck manufacturing","F10N00",""
"2929","336211","Motor vehicle body manufacturing","F10N00",""
"2930","336212","Truck trailer manufacturing","F10N00",""
"2931","336213","Motor home manufacturing","F10N00",""
"2932","336214","Travel trailer and camper manufacturing","F10N00",""
"2933","336310","Motor vehicle gasoline engine and engine parts manufacturing","F10N00",""
"2934","336320","Motor vehicle electrical and electronic equipment manufacturing","F10N00",""
"2935","336350","Motor vehicle transmission and power train parts manufacturing","F10N00",""
"2936","336360","Motor vehicle seating and interior trim manufacturing","F10N00",""
"2937","336370","Motor vehicle metal stamping","F10N00",""
"2938","336390","Other Motor Vehicle Parts Manufacturing","F10N00",""
"2939","3363A0","Motor vehicle steering, suspension component (except spring), and brake systems manufacturing","F10N00",""
"2940","336411","Aircraft manufacturing","F10N00",""
"2941","336412","Aircraft engine and engine parts manufacturing","F10N00",""
"2942","336413","Other aircraft parts and auxiliary equipment manufacturing","F10N00",""
"2943","336414","Guided missile and space vehicle manufacturing","F10N00",""
"2944","33641A","Propulsion units and parts for space vehicles and guided missiles","F10N00",""
"2945","336500","Railroad rolling stock manufacturing","F10N00",""
"2946","336611","Ship building and repairing","F10N00",""
"2947","336612","Boat building","F10N00",""
"2948","336991","Motorcycle, bicycle, and parts manufacturing","F10N00",""
"2949","336992","Military armored vehicle, tank, and tank component manufacturing","F10N00",""
"2950","336999","All other transportation equipment manufacturing","F10N00",""
"2951","337110","Wood kitchen cabinet and countertop manufacturing","F10N00",""
"2952","337121","Upholstered household furniture manufacturing","F10N00",""
"2953","337122","Nonupholstered wood household furniture manufacturing","F10N00",""
"2954","337127","Institutional furniture manufacturing","F10N00",""
"2955","33712N","Other household nonupholstered furniture","F10N00",""
"2956","337215","Showcase, partition, shelving, and locker manufacturing","F10N00",""
"2957","33721A","Office furniture and custom architectural woodwork and millwork manufacturing","F10N00",""
"2958","337900","Other furniture related product manufacturing","F10N00",""
"2959","339112","Surgical and medical instrument manufacturing","F10N00",""
"2960","339113","Surgical appliance and supplies manufacturing","F10N00",""
"2961","339114","Dental equipment and supplies manufacturing","F10N00",""
"2962","339115","Ophthalmic goods manufacturing","F10N00",""
"2963","339116","Dental laboratories","F10N00",""
"2964","339910","Jewelry and silverware manufacturing","F10N00",""
"2965","339920","Sporting and athletic goods manufacturing","F10N00",""
"2966","339930","Doll, toy, and game manufacturing","F10N00",""
"2967","339940","Office supplies (except paper) manufacturing","F10N00",""
"2968","339950","Sign manufacturing","F10N00",""
"2969","339990","All other miscellaneous manufacturing","F10N00",""
"2970","311111","Dog and cat food manufacturing","F10N00",""
"2971","311119","Other animal food manufacturing","F10N00",""
"2972","311210","Flour milling and malt manufacturing","F10N00",""
"2973","311221","Wet corn milling","F10N00",""
"2974","311225","Fats and oils refining and blending","F10N00",""
"2975","311224","Soybean and other oilseed processing","F10N00",""
"2976","311230","Breakfast cereal manufacturing","F10N00",""
"2977","311300","Sugar and confectionery product manufacturing","F10N00",""
"2978","311410","Frozen food manufacturing","F10N00",""
"2979","311420","Fruit and vegetable canning, pickling, and drying","F10N00",""
"2980","311513","Cheese manufacturing","F10N00",""
"2981","311514","Dry, condensed, and evaporated dairy product manufacturing","F10N00",""
"2982","31151A","Fluid milk and butter manufacturing","F10N00",""
"2983","311520","Ice cream and frozen dessert manufacturing","F10N00",""
"2984","311615","Poultry processing","F10N00",""
"2985","31161A","Animal (except poultry) slaughtering, rendering, and processing","F10N00",""
"2986","311700","Seafood product preparation and packaging","F10N00",""
"2987","311810","Bread and bakery product manufacturing","F10N00",""
"2988","3118A0","Cookie, cracker, pasta, and tortilla manufacturing","F10N00",""
"2989","311910","Snack food manufacturing","F10N00",""
"2990","311920","Coffee and tea manufacturing","F10N00",""
"2991","311930","Flavoring syrup and concentrate manufacturing","F10N00",""
"2992","311940","Seasoning and dressing manufacturing","F10N00",""
"2993","311990","All other food manufacturing","F10N00",""
"2994","312110","Soft drink and ice manufacturing","F10N00",""
"2995","312120","Breweries","F10N00",""
"2996","312130","Wineries","F10N00",""
"2997","312140","Distilleries","F10N00",""
"2998","312200","Tobacco product manufacturing","F10N00",""
"2999","313100","Fiber, yarn, and thread mills","F10N00",""
"3000","313200","Fabric mills","F10N00",""
"3001","313300","Textile and fabric finishing and fabric coating mills","F10N00",""
"3002","314110","Carpet and rug mills","F10N00",""
"3003","314120","Curtain and linen mills","F10N00",""
"3004","314900","Other textile product mills","F10N00",""
"3005","315000","Apparel manufacturing","F10N00",""
"3006","316000","Leather and allied product manufacturing","F10N00",""
"3007","322110","Pulp mills","F10N00",""
"3008","322120","Paper mills","F10N00",""
"3009","322130","Paperboard mills","F10N00",""
"3010","322210","Paperboard container manufacturing","F10N00",""
"3011","322220","Paper Bag and Coated and Treated Paper Manufacturing","F10N00",""
"3012","322230","Stationery product manufacturing","F10N00",""
"3013","322291","Sanitary paper product manufacturing","F10N00",""
"3014","322299","All other converted paper product manufacturing","F10N00",""
"3015","323110","Printing","F10N00",""
"3016","323120","Support activities for printing","F10N00",""
"3017","324110","Petroleum refineries","F10N00",""
"3018","324121","Asphalt paving mixture and block manufacturing","F10N00",""
"3019","324122","Asphalt shingle and coating materials manufacturing","F10N00",""
"3020","324190","Other petroleum and coal products manufacturing","F10N00",""
"3021","325110","Petrochemical manufacturing","F10N00",""
"3022","325120","Industrial gas manufacturing","F10N00",""
"3023","325130","Synthetic dye and pigment manufacturing","F10N00",""
"3024","325180","Other Basic Inorganic Chemical Manufacturing","F10N00",""
"3025","325190","Other basic organic chemical manufacturing","F10N00",""
"3026","325211","Plastics material and resin manufacturing","F10N00",""
"3027","3252A0","Synthetic rubber and artificial and synthetic fibers and filaments manufacturing","F10N00",""
"3028","325411","Medicinal and botanical manufacturing","F10N00",""
"3029","325412","Pharmaceutical preparation manufacturing","F10N00",""
"3030","325413","In-vitro diagnostic substance manufacturing","F10N00",""
"3031","325414","Biological product (except diagnostic) manufacturing","F10N00",""
"3032","325310","Fertilizer manufacturing","F10N00",""
"3033","325320","Pesticide and other agricultural chemical manufacturing","F10N00",""
"3034","325510","Paint and coating manufacturing","F10N00",""
"3035","325520","Adhesive manufacturing","F10N00",""
"3036","325610","Soap and cleaning compound manufacturing","F10N00",""
"3037","325620","Toilet preparation manufacturing","F10N00",""
"3038","325910","Printing ink manufacturing","F10N00",""
"3039","3259A0","All other chemical product and preparation manufacturing","F10N00",""
"3040","326110","Plastics packaging materials and unlaminated film and sheet manufacturing","F10N00",""
"3041","326120","Plastics pipe, pipe fitting, and unlaminated profile shape manufacturing","F10N00",""
"3042","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","F10N00",""
"3043","326140","Polystyrene foam product manufacturing","F10N00",""
"3044","326150","Urethane and other foam product (except polystyrene) manufacturing","F10N00",""
"3045","326160","Plastics bottle manufacturing","F10N00",""
"3046","326190","Other plastics product manufacturing","F10N00",""
"3047","326210","Tire manufacturing","F10N00",""
"3048","326220","Rubber and plastics hoses and belting manufacturing","F10N00",""
"3049","326290","Other rubber product manufacturing","F10N00",""
"3050","423100","Motor vehicle and motor vehicle parts and supplies","F10N00",""
"3051","423400","Professional and commercial equipment and supplies","F10N00",""
"3052","423600","Household appliances and electrical and electronic goods ","F10N00",""
"3053","423800","Machinery, equipment, and supplies","F10N00",""
"3054","423A00","Other durable goods merchant wholesalers","F10N00",""
"3055","424200","Drugs and druggists’ sundries","F10N00",""
"3056","424400","Grocery and related product wholesalers ","F10N00",""
"3057","424700","Petroleum and petroleum products","F10N00",""
"3058","424A00","Other nondurable goods merchant wholesalers","F10N00",""
"3059","425000","Wholesale electronic markets and agents and brokers","F10N00",""
"3060","4200ID","Customs duties","F10N00",""
"3061","454000","Nonstore retailers","F10N00",""
"3062","481000","Air transportation","F10N00",""
"3063","482000","Rail transportation","F10N00",""
"3064","483000","Water transportation","F10N00",""
"3065","484000","Truck transportation","F10N00",""
"3066","485000","Transit and ground passenger transportation","F10N00",""
"3067","486000","Pipeline transportation","F10N00",""
"3068","48A000","Scenic and sightseeing transportation and support activities for transportation","F10N00",""
"3069","492000","Couriers and messengers","F10N00",""
"3070","493000","Warehousing and storage","F10N00",""
"3071","511110","Newspaper publishers","F10N00",""
"3072","511120","Periodical Publishers","F10N00",""
"3073","511130","Book publishers","F10N00",""
"3074","5111A0","Directory, mailing list, and other publishers","F10N00",""
"3075","511200","Software publishers","F10N00","4,328"
"3076","512100","Motion picture and video industries","F10N00",""
"3077","512200","Sound recording industries","F10N00",""
"3078","515100","Radio and television broadcasting","F10N00",""
"3079","515200","Cable and other subscription programming","F10N00",""
"3080","517110","Wired telecommunications carriers","F10N00",""
"3081","517210","Wireless telecommunications carriers (except satellite)","F10N00",""
"3082","517A00","Satellite, telecommunications resellers, and all other telecommunications","F10N00",""
"3083","518200","Data processing, hosting, and related services","F10N00","1,781"
"3084","519130","Internet publishing and broadcasting and Web search portals","F10N00",""
"3085","5191A0","News syndicates, libraries, archives and all other information services","F10N00",""
"3086","522A00","Nondepository credit intermediation and related activities","F10N00",""
"3087","52A000","Monetary authorities and depository credit intermediation","F10N00",""
"3088","523900","Other financial investment activities","F10N00",""
"3089","523A00","Securities and commodity contracts intermediation and brokerage","F10N00",""
"3090","524113","Direct life insurance carriers","F10N00",""
"3091","5241XX","Insurance carriers, except direct life","F10N00",""
"3092","524200","Insurance agencies, brokerages, and related activities","F10N00",""
"3093","525000","Funds, trusts, and other financial vehicles","F10N00",""
"3094","531HSO","Owner-occupied housing","F10N00",""
"3095","531HST","Tenant-occupied housing","F10N00",""
"3096","531ORE","Other real estate","F10N00",""
"3097","532100","Automotive equipment rental and leasing","F10N00",""
"3098","532400","Commercial and industrial machinery and equipment rental and leasing","F10N00",""
"3099","532A00","General and consumer goods rental","F10N00",""
"3100","533000","Lessors of nonfinancial intangible assets","F10N00",""
"3101","541100","Legal services","F10N00",""
"3102","541511","Custom computer programming services","F10N00","7,828"
"3103","541512","Computer systems design services","F10N00",""
"3104","54151A","Other computer related services, including facilities management","F10N00",""
"3105","541200","Accounting, tax preparation, bookkeeping, and payroll services","F10N00",""
"3106","541300","Architectural, engineering, and related services","F10N00",""
"3107","541610","Management consulting services","F10N00",""
"3108","5416A0","Environmental and other technical consulting services","F10N00",""
"3109","541700","Scientific research and development services","F10N00","15,675"
"3110","541800","Advertising, public relations, and related services","F10N00",""
"3111","541400","Specialized design services","F10N00",""
"3112","541920","Photographic services","F10N00",""
"3113","541940","Veterinary services","F10N00",""
"3114","5419A0","All other miscellaneous professional, scientific, and technical services ","F10N00",""
"3115","550000","Management of companies and enterprises","F10N00",""
"3116","561300","Employment services","F10N00",""
"3117","561700","Services to buildings and dwellings","F10N00",""
"3118","561100","Office administrative services","F10N00",""
"3119","561200","Facilities support services","F10N00",""
"3120","561400","Business support services","F10N00",""
"3121","561500","Travel arrangement and reservation services","F10N00",""
"3122","561600","Investigation and security services","F10N00",""
"3123","561900","Other support services","F10N00",""
"3124","562000","Waste management and remediation services","F10N00",""
"3125","611100","Elementary and secondary schools","F10N00",""
"3126","611A00","Junior colleges, colleges, universities, and professional schools","F10N00",""
"3127","611B00","Other educational services","F10N00",""
"3128","621100","Offices of physicians","F10N00",""
"3129","621200","Offices of dentists","F10N00",""
"3130","621300","Offices of other health practitioners","F10N00",""
"3131","621400","Outpatient care centers","F10N00",""
"3132","621500","Medical and diagnostic laboratories","F10N00",""
"3133","621600","Home health care services","F10N00",""
"3134","621900","Other ambulatory health care services","F10N00",""
"3135","622000","Hospitals","F10N00",""
"3136","623A00","Nursing and community care facilities","F10N00",""
"3137","623B00","Residential mental health, substance abuse, and other residential care facilities","F10N00",""
"3138","624100","Individual and family services","F10N00",""
"3139","624400","Child day care services","F10N00",""
"3140","624A00","Community food, housing, and other relief services, including rehabilitation services","F10N00",""
"3141","711100","Performing arts companies","F10N00",""
"3142","711200","Spectator sports","F10N00",""
"3143","711500","Independent artists, writers, and performers","F10N00",""
"3144","711A00","Promoters of performing arts and sports and agents for public figures","F10N00",""
"3145","712000","Museums, historical sites, zoos, and parks","F10N00",""
"3146","713100","Amusement parks and arcades","F10N00",""
"3147","713200","Gambling industries (except casino hotels)","F10N00",""
"3148","713900","Other amusement and recreation industries","F10N00",""
"3149","721000","Accommodation","F10N00",""
"3150","722110","Full-service restaurants","F10N00",""
"3151","722211","Limited-service restaurants","F10N00",""
"3152","722A00","All other food and drinking places","F10N00",""
"3153","811100","Automotive repair and maintenance","F10N00",""
"3154","811200","Electronic and precision equipment repair and maintenance","F10N00",""
"3155","811300","Commercial and industrial machinery and equipment repair and maintenance","F10N00",""
"3156","811400","Personal and household goods repair and maintenance","F10N00",""
"3157","812100","Personal care services","F10N00",""
"3158","812200","Death care services","F10N00",""
"3159","812300","Dry-cleaning and laundry services","F10N00",""
"3160","812900","Other personal services","F10N00",""
"3161","813100","Religious organizations","F10N00",""
"3162","813A00","Grantmaking, giving, and social advocacy organizations","F10N00",""
"3163","813B00","Civic, social, professional, and similar organizations","F10N00",""
"3164","814000","Private households","F10N00",""
"3165","S00500","Federal general government (defense)","F10N00",""
"3166","S00600","Federal general government (nondefense)","F10N00",""
"3167","491000","Postal service","F10N00",""
"3168","S00102","Other federal government enterprises","F10N00",""
"3169","GSLGE","State and local government educational services","F10N00",""
"3170","GSLGH","State and local government hospitals and health services","F10N00",""
"3171","GSLGO","State and local government other services","F10N00",""
"3172","S00203","Other state and local government enterprises","F10N00",""
"3173","S00401","Scrap","F10N00",""
"3174","S00402","Used and secondhand goods","F10N00",""
"3175","S00300","Noncomparable imports","F10N00",""
"3176","S00900","Rest of the world adjustment","F10N00",""
"3177","1111A0","Oilseed farming","F10S00",""
"3178","1111B0","Grain farming","F10S00",""
"3179","111200","Vegetable and melon farming","F10S00",""
"3180","111300","Fruit and tree nut farming","F10S00",""
"3181","111400","Greenhouse, nursery, and floriculture production","F10S00",""
"3182","111900","Other crop farming","F10S00",""
"3183","112120","Dairy cattle and milk production","F10S00",""
"3184","1121A0","Beef cattle ranching and farming, including feedlots and dual-purpose ranching and farming","F10S00",""
"3185","112300","Poultry and egg production","F10S00",""
"3186","112A00","Animal production, except cattle and poultry and eggs","F10S00",""
"3187","113000","Forestry and logging","F10S00",""
"3188","114000","Fishing, hunting and trapping","F10S00",""
